co2_ch4_n2o_scope_1_3,carbon_intensity,board_diversity,corruption_cases,governance_compliance_score,total_energy_consumption,renewable_energy_share,turnover_rate,injury_frequency_rate,green_financing
31.26,49.2,7.9,32.0,8.07,76.68,16.8,37.3,75.88,70.61
10.79,1.61,83.51,42.0,30.21,59.29,33.5,89.82,5.72,99.22
70.84,90.88,96.63,13.0,91.24,53.64,15.38,60.86,9.14,49.68
98.49,58.95,48.67,27.0,54.54,63.94,1.1,12.61,8.47,89.47
32.24,87.24,66.11,38.0,81.14,70.1,85.97,92.07,80.23,30.91
47.99,4.53,71.2,49.0,78.47,66.67,91.45,66.43,87.55,33.42
29.72,41.87,70.61,16.0,44.31,69.61,49.67,90.68,45.2,90.31
32.14,31.43,37.4,45.0,56.66,84.17,86.61,75.18,22.88,85.83
46.89,2.59,12.44,39.0,22.19,34.65,65.5,49.76,61.04,67.96
20.29,27.43,47.93,35.0,31.7,25.54,98.56,57.19,36.33,80.22
21.07,89.01,37.44,2.0,75.05,36.79,99.04,29.13,4.2,58.79
94.31,88.5,22.89,7.0,15.28,31.35,47.64,98.39,52.31,28.83
45.7,87.5,30.02,42.0,92.83,87.29,94.66,4.04,42.69,31.43
2.5,34.15,69.15,2.0,57.85,91.86,26.11,67.33,56.83,62.11
84.36,59.91,11.22,15.0,73.75,58.48,98.7,80.47,56.39,42.54
70.67,1.84,96.93,19.0,22.22,10.86,8.13,17.61,95.08,95.5
65.7,50.29,99.7,19.0,81.2,49.1,8.53,36.95,82.22,88.78
65.4,35.47,27.32,17.0,71.04,77.31,50.75,7.78,90.75,5.51
21.48,32.31,41.86,41.0,18.3,23.12,8.88,93.09,95.98,70.75
8.44,16.09,27.5,4.0,60.41,11.7,35.66,83.0,77.0,24.45
41.03,67.26,67.54,14.0,14.3,65.09,40.51,65.52,3.05,45.93
21.42,5.89,59.1,4.0,57.76,87.62,46.5,19.3,76.15,53.3
5.97,33.37,45.39,43.0,81.17,25.36,2.94,94.72,82.95,65.79
39.17,86.98,38.9,5.0,41.72,6.01,87.44,71.32,74.15,69.85
78.78,17.92,22.86,43.0,65.42,65.96,37.3,57.25,69.12,61.34
15.19,87.29,24.28,12.0,80.27,52.88,61.12,8.64,93.97,19.35
33.26,94.18,32.25,46.0,80.76,10.32,89.43,55.49,44.33,15.3
30.52,50.43,64.36,33.0,56.38,16.52,47.19,93.28,51.75,99.05
22.01,10.69,54.9,13.0,27.36,7.22,76.01,97.84,99.74,25.72
22.83,79.27,56.8,43.0,31.69,80.84,31.74,77.39,4.54,51.53
17.99,94.87,10.88,49.0,86.13,78.56,58.97,80.01,45.18,99.16
79.56,46.22,70.41,23.0,82.45,34.96,3.14,15.0,38.55,54.43
60.7,79.3,52.03,29.0,24.05,41.57,71.5,12.3,34.56,15.01
39.81,70.03,84.21,18.0,68.47,27.97,95.17,49.08,44.23,0.86
99.61,71.94,74.86,0.0,78.77,6.63,67.19,29.72,80.18,30.17
57.33,22.29,5.42,15.0,45.96,2.89,53.15,62.65,31.43,50.16
23.38,68.66,76.42,23.0,14.3,0.2,2.01,14.5,80.85,90.42
23.99,2.85,72.91,36.0,36.3,24.4,15.7,11.81,28.77,33.89
4.3,81.36,35.05,39.0,40.79,42.45,55.58,79.97,61.07,61.73
38.2,33.61,84.39,30.0,44.63,33.15,55.65,71.16,68.53,68.34
78.35,58.87,9.87,38.0,83.23,2.58,35.07,22.07,52.07,11.38
98.21,26.27,1.19,42.0,27.99,53.09,31.21,62.75,89.1,75.37
74.41,43.89,27.42,26.0,47.56,50.52,74.67,17.45,33.5,46.39
54.16,60.12,55.83,13.0,82.75,94.99,29.59,76.38,32.02,80.28
75.52,58.4,95.22,21.0,10.08,11.03,76.83,29.37,86.13,13.03
36.16,76.62,55.4,14.0,82.31,91.78,32.37,11.0,21.3,9.46
34.67,51.14,80.49,5.0,30.41,17.59,78.07,57.32,18.38,93.55
54.39,62.79,36.78,48.0,35.16,35.75,12.84,74.5,35.16,13.67
94.79,4.89,59.13,47.0,52.42,39.26,80.47,8.73,5.92,75.24
28.44,74.88,35.99,33.0,55.88,97.91,96.1,12.32,26.15,48.95
40.98,28.64,78.54,8.0,65.3,35.93,93.39,34.3,51.06,21.97
37.51,88.05,57.88,37.0,12.43,67.32,96.41,5.84,95.78,72.43
79.32,21.71,26.8,11.0,74.62,40.48,39.3,18.58,98.38,94.41
24.79,21.0,10.92,1.0,48.0,49.18,33.61,35.66,77.94,41.58
16.64,27.39,65.82,3.0,23.83,46.89,10.51,68.99,72.16,6.81
23.01,28.08,71.27,30.0,93.35,31.37,72.46,64.3,28.61,88.77
74.52,20.57,47.86,46.0,14.76,19.06,3.53,38.16,79.42,32.14
93.22,81.71,17.68,0.0,80.13,67.06,88.98,90.04,11.66,38.42
22.11,21.29,99.22,24.0,62.84,48.8,2.76,18.39,29.41,36.04
86.87,13.52,46.73,48.0,77.77,81.66,6.63,80.49,42.86,93.2
10.21,89.57,83.51,5.0,61.52,86.1,67.21,44.29,47.89,58.05
31.75,32.65,65.98,3.0,10.26,56.75,83.86,17.41,80.98,46.31
7.78,7.31,15.45,5.0,66.26,43.4,0.82,9.32,48.65,6.57
89.92,91.12,18.06,26.0,30.92,61.36,99.82,3.03,62.3,7.82
84.08,13.38,91.18,45.0,12.52,90.18,6.68,66.81,66.4,60.04
74.43,75.74,17.51,37.0,18.92,79.76,41.48,98.86,89.05,2.35
42.21,11.12,25.13,33.0,30.89,86.53,10.47,4.34,11.75,68.56
58.69,65.51,71.57,9.0,48.6,70.28,28.14,21.47,34.8,3.55
62.04,34.78,43.52,4.0,22.36,16.87,65.04,53.42,46.35,54.23
32.22,26.72,42.96,40.0,28.2,60.72,93.29,40.69,59.0,16.03
59.37,84.14,74.43,34.0,88.8,42.2,85.15,55.99,7.77,15.54
81.53,35.1,99.94,10.0,97.25,31.26,18.09,43.55,44.13,19.45
36.06,74.93,30.96,35.0,80.26,79.5,60.03,4.73,72.1,80.18
65.28,43.91,7.04,49.0,89.29,86.45,38.65,12.7,10.1,12.75
18.0,43.42,87.91,24.0,81.46,58.91,91.42,92.33,33.48,70.45
35.1,64.54,71.6,46.0,56.34,73.02,6.57,1.97,94.58,50.73
2.81,23.22,56.34,47.0,19.32,63.22,49.93,10.53,9.0,26.75
97.28,11.99,13.43,10.0,19.66,71.1,59.25,38.81,28.01,90.35
90.68,28.44,12.82,8.0,65.02,38.82,16.63,10.55,51.62,48.38
66.89,48.92,45.68,23.0,85.23,40.51,64.55,22.91,2.25,84.47
56.75,54.64,9.36,9.0,28.77,77.7,91.81,59.49,33.57,95.28
46.77,69.95,85.58,24.0,51.33,11.16,4.36,2.43,53.75,56.09
56.63,59.02,52.64,38.0,66.47,83.11,74.11,62.49,7.86,86.68
75.11,52.39,20.55,13.0,81.7,74.44,26.59,73.53,69.47,70.58
91.67,49.28,28.77,31.0,13.38,97.0,58.25,2.76,27.49,60.16
7.33,76.34,52.0,45.0,14.9,84.67,1.5,5.49,17.37,64.42
80.86,93.48,82.18,46.0,28.54,0.1,94.98,48.77,26.9,40.31
60.11,74.18,21.38,4.0,51.05,61.21,44.72,5.32,19.01,28.28
33.97,48.06,51.08,24.0,27.91,96.96,52.84,3.67,20.47,1.22
26.19,93.33,86.96,37.0,89.66,33.98,7.97,83.52,99.12,36.15
62.4,0.42,26.45,5.0,46.01,20.48,53.98,4.21,31.78,36.72
12.47,49.81,57.16,36.0,63.11,6.77,35.12,31.63,17.62,53.95
92.73,11.09,2.19,15.0,42.3,44.44,23.32,66.76,67.05,41.42
0.23,32.47,76.16,32.0,5.84,60.3,31.18,8.07,4.02,31.03
32.34,85.08,20.95,40.0,67.22,93.1,1.52,87.9,3.66,83.97
85.35,45.5,78.77,31.0,40.36,96.76,9.39,65.52,72.37,36.2
73.68,18.62,2.58,18.0,76.16,44.15,7.91,3.41,79.59,93.12
40.84,48.01,80.2,12.0,22.86,3.37,43.43,55.75,10.01,0.02
35.39,1.18,21.35,49.0,20.83,22.94,43.97,70.89,90.02,29.29
41.94,77.54,12.53,19.0,28.78,8.35,51.6,90.09,76.03,71.04
93.45,10.15,64.86,49.0,15.27,86.98,4.44,31.76,86.01,25.13
83.16,84.28,93.15,44.0,27.11,18.95,27.41,54.48,97.46,58.35
47.32,19.17,64.81,7.0,32.14,83.84,37.78,38.37,61.38,91.93
0.73,72.73,31.12,39.0,37.49,20.28,95.59,43.83,59.42,35.0
73.46,5.66,57.48,11.0,40.39,13.52,38.86,74.8,63.91,15.8
73.73,17.7,47.44,44.0,65.44,24.63,57.31,36.34,31.24,28.23
84.92,92.88,48.71,37.0,23.16,72.13,72.2,46.11,4.13,0.9
57.26,5.51,34.69,3.0,25.37,70.86,35.64,97.68,59.86,16.37
23.04,18.16,58.68,47.0,89.67,54.92,1.21,18.15,89.88,97.56
38.42,96.8,34.83,16.0,10.98,97.12,78.76,67.13,79.27,56.36
70.85,63.65,0.12,2.0,77.29,75.12,97.88,58.59,85.89,80.48
54.77,63.16,25.8,33.0,73.94,22.88,27.3,25.67,91.8,44.39
7.57,71.98,93.38,40.0,56.33,48.51,47.87,85.26,24.07,43.39
1.36,5.95,37.3,2.0,46.39,31.42,47.61,87.38,24.38,2.27
86.71,78.22,20.02,7.0,13.51,19.8,78.34,52.97,73.12,3.82
47.14,66.11,67.29,34.0,65.51,22.42,53.81,66.64,8.46,53.9
35.49,64.38,41.14,32.0,84.96,28.28,29.5,1.79,10.99,17.56
40.65,29.07,99.62,19.0,48.92,66.89,52.69,68.12,64.24,96.15
43.28,94.49,19.83,32.0,92.83,27.35,1.99,39.16,78.28,46.78
94.48,1.89,10.31,1.0,19.85,29.09,92.37,88.46,26.83,37.36
84.72,59.23,8.29,18.0,68.04,53.37,89.64,37.51,91.27,8.39
68.72,5.15,12.39,48.0,22.7,17.18,26.22,1.88,89.86,63.08
87.44,76.08,71.24,42.0,43.52,55.91,95.61,81.79,44.8,50.45
26.77,33.26,82.35,40.0,3.97,36.7,85.06,22.28,22.55,57.17
56.92,53.44,88.78,18.0,16.39,18.95,77.41,70.45,85.19,69.53
39.01,35.66,3.59,2.0,98.92,13.14,42.87,83.63,29.49,61.34
35.71,93.53,65.78,36.0,72.87,41.86,11.24,40.18,6.34,21.28
34.33,67.64,23.95,12.0,71.89,94.24,86.8,3.5,49.71,72.22
82.4,54.9,76.5,17.0,81.23,81.59,30.35,84.22,70.84,20.75
22.07,48.23,57.39,16.0,25.41,6.4,31.78,87.95,4.43,46.03
67.41,16.13,0.84,46.0,8.93,66.6,71.98,11.76,93.91,58.26
34.9,38.17,61.57,3.0,95.8,1.82,52.23,11.6,83.92,2.34
64.62,21.07,98.66,22.0,12.73,98.23,64.06,36.05,24.13,0.15
47.74,22.45,0.93,11.0,34.6,1.28,87.22,67.01,81.69,15.77
49.19,69.94,58.87,11.0,93.56,57.14,52.56,81.53,49.23,11.78
44.29,43.54,35.7,3.0,23.68,78.96,37.0,87.61,21.89,90.06
12.4,44.53,82.85,4.0,30.84,58.67,64.54,29.55,53.33,37.19
71.86,73.97,8.29,25.0,26.8,60.1,78.8,56.68,5.91,99.34
42.68,87.52,22.23,46.0,72.45,32.0,63.27,49.87,65.56,73.4
37.93,23.65,78.54,22.0,22.25,5.55,81.94,19.27,94.67,83.72
70.99,60.61,19.69,26.0,60.7,40.1,62.33,35.05,55.21,0.03
92.48,33.08,5.05,40.0,41.43,32.26,22.4,89.48,40.94,58.66
24.78,57.43,96.96,7.0,46.77,93.43,99.11,91.81,12.3,94.57
43.63,80.49,75.8,1.0,84.44,25.38,83.91,79.07,7.07,50.21
61.24,56.82,95.95,11.0,25.56,30.09,57.74,33.0,8.85,76.33
58.73,20.75,5.62,17.0,8.7,29.18,40.19,28.37,70.79,91.63
49.1,28.6,62.1,7.0,65.03,72.48,58.28,48.34,72.94,18.9
22.31,54.76,68.4,19.0,56.66,99.16,18.19,96.48,94.62,0.9
47.72,97.15,83.05,22.0,94.86,80.32,42.35,71.37,81.62,55.81
6.0,77.05,81.62,10.0,90.31,93.13,65.99,27.48,53.08,84.05
7.61,97.41,14.0,45.0,45.4,0.23,85.71,91.65,19.19,73.21
87.78,20.14,21.54,3.0,91.57,54.8,73.44,23.31,44.88,44.84
65.93,50.15,45.63,30.0,50.91,73.28,96.78,21.85,98.34,17.62
3.38,49.45,25.4,12.0,76.35,53.96,30.62,83.38,35.07,70.02
95.03,2.42,11.04,14.0,9.07,14.64,79.95,8.12,82.64,12.15
70.44,28.76,60.55,37.0,77.59,20.89,4.19,80.12,70.53,82.72
98.32,9.77,5.48,21.0,83.05,47.93,74.84,77.04,17.95,64.61
54.76,23.83,72.1,45.0,57.5,29.1,47.55,12.23,46.85,47.68
49.06,93.37,52.73,29.0,98.3,50.96,86.07,26.69,48.97,11.2
3.3,6.9,91.58,17.0,84.93,91.22,65.22,70.34,77.99,19.59
49.09,63.11,76.72,29.0,48.36,48.67,39.71,45.44,16.87,59.32
91.17,86.49,74.68,40.0,59.25,27.32,27.1,18.38,50.81,5.39
26.44,46.61,32.21,1.0,80.43,28.1,21.19,84.79,83.56,94.91
20.23,74.74,98.15,12.0,31.66,19.55,30.7,94.75,67.06,38.24
50.63,96.56,24.91,30.0,96.39,81.27,60.89,46.01,89.24,84.4
89.08,19.66,23.09,12.0,61.98,69.69,89.41,63.71,98.64,44.32
79.5,85.18,27.24,28.0,13.49,67.6,9.75,14.88,89.04,25.93
61.81,38.0,64.81,27.0,82.36,89.78,34.13,73.74,12.62,94.54
62.53,60.25,42.92,28.0,48.45,37.96,72.81,64.34,98.02,44.33
25.94,99.68,6.23,36.0,65.29,47.59,64.86,76.19,23.17,94.49
83.0,61.99,51.73,15.0,45.15,1.89,67.77,61.53,3.08,65.39
69.14,3.01,97.05,45.0,21.22,79.77,78.39,72.41,13.43,59.07
78.66,88.7,79.69,5.0,68.11,84.65,62.8,90.07,66.62,38.3
28.61,31.09,89.96,26.0,9.87,69.83,56.3,6.12,75.91,31.8
82.12,30.37,51.77,22.0,80.73,41.12,38.84,85.27,85.82,26.69
72.38,89.49,50.26,41.0,88.85,6.07,3.87,15.71,89.77,76.96
12.8,37.66,58.56,8.0,52.63,75.52,69.86,54.63,47.58,37.02
25.4,28.88,65.51,1.0,10.61,59.48,65.87,71.99,32.06,39.8
84.07,3.6,25.35,43.0,98.99,52.67,30.0,70.24,44.1,20.86
90.67,79.28,8.98,48.0,5.21,84.7,75.16,65.94,99.29,94.98
75.87,64.1,84.35,48.0,96.27,14.29,60.94,40.7,86.15,43.67
59.4,57.98,51.89,38.0,33.53,30.97,24.75,45.54,5.75,85.24
98.61,12.84,89.18,42.0,32.04,83.4,17.73,88.37,91.3,35.53
65.92,9.15,50.18,44.0,44.34,19.81,40.02,81.94,2.53,29.12
41.89,72.73,60.44,16.0,10.57,36.31,17.3,20.82,41.55,17.99
43.39,25.21,14.81,46.0,92.26,47.29,83.04,39.54,25.6,3.3
97.48,49.93,84.07,12.0,18.24,28.56,75.1,76.67,1.74,13.48
18.09,58.88,71.07,13.0,8.69,82.54,20.26,43.3,65.88,38.28
33.11,4.72,32.52,21.0,7.94,54.21,87.56,44.85,87.98,26.39
40.36,88.76,37.18,15.0,0.37,28.75,7.57,54.65,68.79,52.9
82.82,98.78,90.09,36.0,93.18,96.18,13.97,76.75,90.98,3.79
80.38,17.39,21.25,33.0,42.07,86.53,34.46,80.17,3.87,41.57
65.92,40.96,71.21,22.0,89.8,57.79,64.78,12.66,28.28,36.17
57.12,34.89,44.65,43.0,7.42,6.6,26.28,25.44,13.01,80.95
93.53,14.98,27.38,24.0,2.57,19.18,67.71,88.89,27.13,25.64
33.31,45.93,1.61,25.0,35.07,27.3,9.74,67.61,84.47,11.68
51.79,53.76,47.95,27.0,97.88,21.8,30.92,61.6,90.06,33.56
13.21,38.28,99.04,17.0,31.18,47.15,20.18,8.78,36.0,92.8
26.95,20.01,61.83,2.0,33.18,30.38,75.0,8.85,66.01,64.97
26.91,36.72,33.48,22.0,83.75,67.55,89.44,73.41,58.96,9.21
98.26,42.91,50.05,12.0,53.16,22.24,17.11,56.24,78.51,75.28
2.34,45.35,5.24,44.0,56.2,77.76,99.94,12.27,65.64,58.98
94.78,20.75,29.09,16.0,2.89,36.04,40.82,57.14,75.98,50.82
3.96,66.48,99.07,16.0,34.71,98.83,58.04,5.24,4.41,64.79
77.82,0.84,76.32,11.0,33.46,72.12,96.29,32.15,7.56,26.7
60.88,85.18,63.03,47.0,81.24,83.76,49.83,2.33,10.52,46.72
82.44,38.28,99.34,19.0,20.25,89.78,85.01,52.46,93.3,62.77
72.84,3.01,63.78,8.0,66.57,44.93,7.4,89.42,13.85,44.89
51.57,96.68,72.17,42.0,74.67,38.0,18.35,59.04,53.72,8.86
70.84,35.11,71.14,46.0,94.23,40.77,41.74,11.94,4.41,32.45
2.23,58.29,55.71,26.0,50.68,74.97,33.88,41.34,76.06,21.07
95.97,34.4,95.14,19.0,44.82,80.36,11.72,76.39,36.84,78.9
42.14,93.37,39.74,39.0,66.55,31.19,95.43,42.9,32.68,88.18
68.67,9.89,55.72,20.0,67.67,57.96,58.96,50.35,89.03,85.04
42.95,6.7,44.38,23.0,24.28,76.14,92.88,84.1,44.78,7.86
95.23,20.57,95.25,20.0,57.03,70.18,33.83,16.88,43.28,70.93
44.94,68.41,30.38,23.0,99.27,76.8,3.06,62.74,98.47,79.72
10.96,52.37,31.39,1.0,31.24,79.5,0.73,72.72,78.15,18.68
51.04,75.77,29.41,24.0,86.57,77.24,47.51,44.67,81.9,88.71
3.86,43.19,4.86,37.0,98.08,43.34,84.68,58.27,2.58,74.62
27.38,70.99,84.14,46.0,40.74,78.03,85.69,36.36,28.94,49.47
91.43,44.62,9.54,39.0,53.9,81.07,45.36,27.77,88.08,73.15
70.45,9.4,95.22,21.0,66.17,98.07,18.81,69.98,44.81,38.34
29.59,36.78,96.56,8.0,22.21,48.49,17.23,48.64,75.1,58.27
29.3,19.31,61.96,13.0,40.69,76.5,38.56,37.81,70.44,40.52
3.49,13.87,57.97,13.0,1.21,43.56,15.16,23.01,5.72,37.86
60.62,37.27,64.26,29.0,86.93,19.47,31.17,31.45,62.93,92.65
87.86,24.04,6.42,35.0,49.5,94.56,19.08,86.93,9.51,56.92
9.11,30.01,27.66,46.0,80.01,47.56,86.02,47.29,36.77,3.77
83.14,12.38,7.0,24.0,76.83,55.99,78.57,45.59,44.75,12.91
80.49,58.41,55.86,25.0,37.87,17.27,26.88,65.0,51.45,9.98
82.57,44.86,27.27,27.0,16.13,5.6,19.48,72.42,83.88,83.44
7.56,96.82,70.58,1.0,82.45,16.74,36.66,87.64,78.65,84.44
69.13,16.7,46.31,18.0,26.89,92.91,93.75,58.66,39.31,55.07
56.9,32.49,69.57,23.0,35.54,33.43,67.26,85.37,94.99,29.48
3.03,36.49,15.69,2.0,10.64,90.11,81.65,88.19,36.83,42.21
25.58,56.55,14.62,48.0,27.34,91.84,42.86,71.18,24.74,76.99
62.51,3.33,94.12,36.0,93.4,69.48,27.53,2.21,74.53,23.27
1.39,1.29,71.07,46.0,15.54,57.52,53.18,91.44,61.88,31.51
59.93,5.89,1.32,25.0,14.8,77.32,80.0,55.88,3.31,97.78
79.09,2.85,20.46,39.0,83.95,65.64,46.38,96.15,76.2,27.89
33.58,82.02,97.75,34.0,1.39,87.51,94.11,14.31,89.54,26.33
56.52,42.31,93.03,7.0,37.07,25.32,93.32,20.56,33.25,52.24
52.04,22.51,32.98,28.0,71.83,38.06,90.74,24.64,5.85,73.15
20.89,77.74,82.08,48.0,40.41,5.41,1.17,1.82,26.57,24.88
16.32,32.22,96.65,17.0,25.85,57.01,96.71,97.5,49.13,55.54
56.84,82.91,9.13,22.0,58.53,56.47,86.22,77.76,45.58,90.97
49.95,48.71,99.1,41.0,13.28,22.13,80.91,51.29,28.22,41.06
54.13,69.84,68.8,22.0,67.62,97.35,16.6,88.12,72.64,55.76
86.87,70.26,40.56,11.0,69.73,93.13,34.76,61.22,5.39,15.34
78.78,80.04,20.09,46.0,19.27,74.24,3.88,84.06,26.64,14.26
6.89,77.47,23.81,10.0,5.23,67.02,34.9,45.13,27.58,53.97
46.96,6.64,84.27,7.0,66.7,69.21,63.47,37.36,0.87,7.44
23.98,9.98,20.65,27.0,79.94,72.94,34.39,70.23,19.27,47.36
35.2,7.32,52.8,45.0,55.76,79.94,11.5,88.48,41.91,56.58
54.48,25.02,35.2,24.0,79.79,86.82,60.75,31.78,5.61,40.01
79.96,71.6,83.99,13.0,24.75,3.92,32.48,59.5,54.49,90.09
38.6,50.44,12.34,32.0,64.6,86.6,24.62,37.1,32.95,4.41
30.2,40.71,71.24,18.0,21.34,53.2,77.68,83.01,11.48,11.58
5.21,76.23,22.1,44.0,0.55,34.79,88.98,31.02,92.81,22.92
51.86,30.67,45.72,40.0,88.79,16.62,12.59,95.66,69.19,56.08
2.25,63.45,7.52,15.0,99.99,14.09,62.81,31.22,51.52,52.99
53.31,97.11,53.63,24.0,49.5,44.27,0.91,25.23,55.65,84.36
85.49,29.64,72.85,7.0,12.79,76.52,42.61,4.75,71.69,38.28
8.79,25.43,72.67,26.0,42.32,29.53,85.39,81.55,55.99,17.68
95.67,6.29,69.94,10.0,50.53,13.54,16.26,14.48,79.11,36.3
39.83,74.83,59.72,27.0,43.14,59.62,31.98,41.5,60.03,5.64
80.18,49.0,1.04,39.0,78.68,99.39,41.22,11.33,14.82,23.34
10.13,97.98,49.2,35.0,47.31,6.27,14.48,83.13,2.27,37.69
47.87,73.83,1.76,21.0,53.63,89.44,22.19,11.37,95.61,48.89
78.88,57.25,15.04,3.0,59.29,48.23,6.04,96.47,26.59,33.95
29.84,10.18,40.12,4.0,10.88,53.76,65.87,26.31,80.71,8.9
14.11,44.78,70.8,32.0,91.35,55.07,59.32,38.66,93.49,60.55
88.89,81.23,74.88,31.0,3.0,7.27,78.13,0.23,62.37,58.94
69.54,12.32,29.73,7.0,15.67,13.69,54.64,55.48,2.41,6.17
55.85,97.65,34.74,38.0,50.84,94.09,63.46,39.21,82.27,71.6
25.66,16.26,27.71,13.0,94.68,81.89,41.3,73.58,57.31,58.12
68.45,10.84,10.83,8.0,83.35,15.55,86.56,59.83,55.8,46.39
60.28,42.86,32.4,46.0,82.25,49.22,77.58,71.75,67.3,76.33
86.68,19.19,16.28,22.0,19.02,75.68,90.17,49.41,31.84,66.92
94.66,89.47,37.58,42.0,26.58,41.25,97.36,36.86,51.45,42.94
12.83,71.02,77.51,33.0,93.5,34.87,15.46,99.7,47.57,65.74
7.06,97.63,98.22,49.0,70.74,41.07,44.42,54.1,8.91,87.81
42.12,19.69,35.21,32.0,11.84,22.9,86.03,76.93,52.47,65.89
86.93,43.14,32.47,47.0,31.8,53.66,65.76,10.75,91.63,61.52
95.98,69.47,51.24,30.0,96.95,52.82,96.7,99.4,65.52,3.69
7.94,16.02,23.2,39.0,42.5,58.43,43.46,76.17,32.48,83.89
40.55,0.55,98.21,24.0,87.21,47.62,23.57,24.1,14.15,89.69
64.1,96.09,88.58,26.0,68.33,65.28,40.83,10.16,36.01,10.46
16.29,58.55,30.78,2.0,71.52,79.09,27.28,76.22,34.9,35.44
91.47,77.29,70.09,48.0,47.65,40.73,71.76,15.55,91.53,57.86
63.19,95.12,43.99,19.0,28.76,78.95,51.84,71.18,19.11,57.81
67.63,65.37,21.27,17.0,14.02,54.35,28.23,56.61,18.85,4.81
48.25,86.35,35.87,14.0,84.27,92.43,16.8,66.9,39.1,51.64
30.09,8.02,81.06,36.0,97.53,22.71,40.94,42.36,10.66,68.53
80.01,49.75,24.22,24.0,13.94,96.43,30.99,19.57,98.08,30.58
2.02,23.81,89.98,20.0,69.43,0.33,82.91,23.58,84.08,62.83
48.91,34.85,45.54,35.0,14.88,79.12,83.19,90.6,48.48,54.51
14.21,73.02,35.29,46.0,64.78,76.7,53.78,45.45,55.41,6.89
17.52,86.68,64.26,45.0,58.22,27.87,57.51,83.07,88.44,80.37
72.76,27.99,95.9,0.0,58.3,39.39,30.32,7.64,51.41,25.82
35.82,93.77,61.26,43.0,15.39,66.08,22.9,84.97,61.68,53.38
94.03,87.5,35.41,19.0,76.55,86.3,39.23,87.1,36.23,74.8
58.64,50.62,50.12,22.0,16.93,77.81,2.39,20.89,50.21,23.95
23.93,50.24,17.09,38.0,82.12,82.33,56.43,85.34,76.37,2.16
23.57,40.32,31.66,10.0,91.96,77.39,89.65,88.67,20.94,28.41
99.03,58.41,69.46,29.0,39.59,26.28,48.34,5.2,92.62,6.89
94.91,32.54,54.4,28.0,10.95,57.24,26.72,11.47,0.91,82.48
10.7,52.73,87.3,12.0,76.04,64.22,70.44,42.89,68.91,5.74
79.31,90.38,57.04,26.0,66.98,39.42,11.25,69.62,97.46,34.61
86.31,57.19,70.86,43.0,48.37,58.64,51.78,68.14,92.21,8.12
66.77,48.66,59.92,16.0,22.84,89.09,83.75,98.43,76.81,86.22
50.82,14.37,32.27,27.0,43.63,41.65,69.42,70.1,37.37,9.94
93.31,37.7,51.47,37.0,1.05,2.25,17.92,47.81,40.59,82.12
92.52,26.99,98.29,16.0,9.03,89.9,70.99,69.84,9.92,1.0
93.75,3.6,93.42,14.0,49.1,38.73,9.35,68.08,25.96,82.03
32.44,32.99,62.63,34.0,0.05,96.38,87.02,35.39,2.58,71.92
53.19,30.63,10.92,39.0,87.09,85.13,26.67,0.18,2.11,93.51
36.02,3.46,44.36,36.0,80.04,64.36,56.74,45.79,97.01,44.24
89.43,20.73,65.28,18.0,46.39,60.36,47.65,62.1,29.81,12.15
96.42,4.86,57.41,7.0,91.35,14.71,44.43,45.79,19.48,55.51
29.87,37.05,41.32,15.0,71.77,64.17,99.08,50.69,43.99,32.58
25.98,86.26,45.01,36.0,78.75,2.33,80.72,2.52,41.57,61.03
99.02,98.98,57.15,47.0,34.72,30.93,35.11,19.51,52.41,39.11
43.49,96.84,82.34,45.0,5.64,64.59,75.09,94.58,4.41,53.05
36.93,72.69,57.85,14.0,33.28,11.58,59.26,94.45,9.05,17.68
59.94,24.79,36.35,29.0,58.51,54.23,79.32,16.71,0.92,66.61
47.6,59.71,72.65,43.0,99.65,57.1,51.91,93.0,1.24,41.86
17.93,4.74,4.29,44.0,52.19,57.55,10.34,7.96,85.86,25.87
22.84,3.82,69.4,37.0,93.26,35.5,69.7,68.18,48.69,70.87
86.68,41.89,97.6,4.0,80.62,77.34,0.4,49.59,87.68,29.31
96.65,80.71,75.86,6.0,12.77,92.13,56.63,20.15,24.83,13.86
48.17,38.44,81.64,25.0,76.14,48.75,83.68,16.78,8.98,17.08
80.3,14.76,34.04,5.0,95.57,14.95,44.81,91.97,96.94,75.71
12.07,67.3,46.49,3.0,48.55,50.75,39.91,59.37,20.83,28.35
30.44,43.0,67.79,18.0,6.11,0.37,34.2,14.03,19.6,95.87
65.39,26.71,53.41,6.0,93.54,89.28,70.09,35.15,16.17,40.61
25.44,17.78,53.48,34.0,75.93,27.07,33.07,47.15,34.36,49.03
49.4,69.74,87.31,44.0,6.65,70.27,34.83,58.96,90.15,2.25
13.9,75.66,85.28,28.0,89.78,17.97,39.38,39.73,92.95,52.17
68.27,99.87,75.98,7.0,12.78,78.22,56.61,49.19,22.78,70.39
47.24,7.61,61.81,35.0,46.56,87.33,45.01,63.26,6.75,81.85
97.31,83.32,19.78,19.0,89.02,87.12,66.44,64.34,47.94,10.15
49.37,61.02,55.97,1.0,55.0,88.2,38.6,64.26,76.31,57.23
57.54,31.47,4.21,42.0,28.33,70.46,91.07,98.54,6.08,40.46
46.38,96.85,19.08,49.0,25.1,32.03,82.1,89.52,16.62,59.5
91.04,61.04,21.92,23.0,22.73,56.82,18.59,0.55,59.05,52.06
